 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    1    0.1587508E+00    0.3697630E+00    0.6975637-309
    2    0.1849533E-01   -0.2811406E-01    0.1332495E+02
    3    0.1274163E+00    0.2146795E+02   -0.2645186E-01
    4    0.1569865E+01    0.4135250E+01   -0.6363704E+01
    5    0.1733848E+00    0.1602705E+00   -0.2259967E+02
    6    0.7077544E-01    0.4602933E+00   -0.1520749E-01
    7    0.1719467E+00    0.2724548E+01   -0.1161035E+00
    8    0.9860878E-01   -0.2659103E+00    0.1454243E+02
    9    0.3160483E+00   -0.6510815E+01   -0.1554080E+00
   10    0.5584455E+00   -0.8228151E+00   -0.3759585E+01
   11    0.1039135E+01   -0.1284667E+01   -0.1450516E+01
   12    0.4131710E+00   -0.3229470E+00   -0.8830547E+01
   13    0.1851126E+00    0.7753680E+00    0.1594552E+00
   14    0.3049500E+00    0.3157479E+01   -0.6000576E+00
   15    0.1650096E+01   -0.2067810E+01   -0.2104259E+01
   16    0.1900412E+00   -0.7464043E-01   -0.3956518E+02
   17    0.1156266E+00    0.1222647E+00    0.8411262E-01
   18    0.1417206E+00   -0.2296479E+00    0.1589428E-01
   19    0.1282066E+00    0.1052269E+01   -0.1174627E+01
   20    0.6763495E+00    0.2665528E+01   -0.6802726E+01
   21    0.5360425E+00   -0.8942834E+00    0.5931003E+01
   22    0.5504507E+01   -0.7493975E+01   -0.1310936E+01
   23    0.1167714E+02    0.1149006E+01    0.7558127E+01
   24    0.8705870E+00    0.1314507E+00   -0.5299447E+01
   25    0.2868314E+01   -0.8086592E+00   -0.1196310E-01
   26    0.4125533E+01   -0.4864911E+00   -0.8804851E+00
   27    0.4932677E+01   -0.1617286E+00   -0.5917025E+00
   28    0.6737804E+00   -0.1918939E+01   -0.1978787E+01
   29    0.1281939E+02    0.5911484E+02    0.5735142E+00
   30    0.1297398E+01    0.1144203E+00   -0.4445340E+03
   31    0.7655403E+00    0.4611162E+00   -0.1980226E-01
   32    0.1266613E+01    0.2009366E+00    0.1831113E+01
   33    0.1011857E+01    0.1631393E+00    0.1571969E-01
   34    0.1536119E+01    0.4178239E+00   -0.1571544E+01
   35    0.1027898E+02    0.5501157E+02    0.1452263E+01
   36    0.1543596E+01    0.1433829E+00   -0.2203233E+03
   37    0.1351783E+01    0.2108881E+00   -0.2914486E-01
   38    0.1813555E+01   -0.1779819E+01   -0.2013871E+01
   39    0.5025606E+01   -0.8703035E+00    0.1466131E+01
   40    0.7853956E+00   -0.5187038E+00   -0.4559998E+01
   41    0.1793387E+01    0.1762478E+01    0.8952967E-02
   42    0.6067644E+00    0.5960946E-01   -0.2584147E+02
   43    0.3226461E+00    0.3350554E+01    0.2116943E-01
   44    0.3599172E+00   -0.1742986E+00    0.3857225E+00
   45    0.2087661E+01    0.1935977E+02   -0.1004853E+01
   46    0.1261311E+01    0.1008658E+00   -0.4155814E+02
   47    0.1391271E+01   -0.1554434E+00   -0.1468360E+00
   48    0.2478844E+01    0.8846600E+01   -0.2096544E+01
   49    0.5097946E+00   -0.4819323E+00    0.2191152E+02
   50    0.3363360E+00    0.8386559E+00   -0.1213595E+00
   51    0.5800256E+00   -0.6221312E+00    0.2144707E+00
   52    0.9296378E+00   -0.2599549E+01   -0.2006702E+01
   53    0.4468439E+01    0.5695234E+01   -0.2800986E+01
   54    0.1197747E+01   -0.9635399E-01    0.5153232E+02
   55    0.1255537E+01   -0.2412452E+00    0.8364158E-01
   56    0.2181413E+01    0.3620814E+01   -0.5295444E+00
   57    0.1052018E+01   -0.6522353E+00    0.7980260E+01
   58    0.9216755E+00    0.8929920E-01   -0.1377885E-01
   59    0.1184118E+01    0.5096034E+01   -0.9048461E+00
   60    0.1274817E+01   -0.5004692E-01    0.1329559E+00
   61    0.3117085E+00   -0.4532994E+01   -0.1192144E+01
   62    0.1691926E+00    0.1055340E+00   -0.5573305E+01
   63    0.7958746E-01    0.1532074E+01   -0.6054563E-01
   64    0.6968389E-01    0.3213370E+00   -0.1554056E+01
   65    0.3731221E+00    0.5063474E+01   -0.1248497E+00
   66    0.1373254E+00    0.1535232E+00   -0.1264560E+02
   67    0.2626585E+00    0.3213703E+01   -0.1265499E+00
   68    0.1204095E+00    0.1071234E+01   -0.3539717E+01
   69    0.1195512E+00    0.1962965E-01    0.8167893E-02
   70    0.1598868E+00   -0.1513803E+02   -0.9789070E+00
   71    0.1901023E-01    0.2679801E+00    0.1320748E+03
   72    0.2060472E+00   -0.4500640E+01    0.4615845E-01
   73    0.6068113E-01   -0.2362300E+00   -0.3001974E+02
   74    0.2176961E+00    0.9106646E+01   -0.2908430E-02
   75    0.6213222E-01   -0.2014544E-01    0.4533746E+03
   76    0.6862700E-01    0.2756181E+00   -0.4635196E-02
   77    0.8787763E-01    0.1906520E+01    0.1738528E+01
   78    0.7122707E-01   -0.1623885E+01    0.3966061E+01
   79    0.4271975E-01    0.6137746E+00   -0.1423010E+01
   80    0.6634402E-01    0.6285182E+01   -0.2121433E+00
   81    0.7041635E-02    0.2589150E+00   -0.1188488E+02
   82    0.6108398E-02    0.6662014E+00   -0.4276200E-01
   83    0.7964204E-02    0.1857379E+01   -0.2143851E+00
   84    0.4465994E-02    0.1140786E+01   -0.9945733E+00
   85    0.1909229E-01    0.3173225E+01   -0.5592173E+00
   86    0.1623480E-01    0.3398873E-01   -0.9038695E+01
   87    0.1807918E-03   -0.2931267E+00   -0.8671924E+00
   88    0.7910916E-02    0.2611231E+02    0.5640270E-03
   89    0.2009357E-03    0.2432800E-01   -0.9976464E+03
   90    0.9178813E-04    0.1075817E+00    0.2749507E-02
   91    0.1019424E-03   -0.1463058E+00    0.1773236E-02
   92    0.8164539E-04   -0.6935228E+01   -0.1369318E+01
   93    0.2123166E-02   -0.1699613E+02   -0.7218685E+01
   94    0.1819403E-04   -0.5376498E-01   -0.3217904E+03
   95    0.1046425E-04    0.1645144E+01   -0.4694271E-03
   96    0.3574406E-05    0.4310713E+00   -0.8325131E+00
   97    0.1935382E-05    0.8060274E+00   -0.5326755E-01
   98    0.1054654E-05    0.5830797E+00   -0.2181448E+00
   99    0.1059252E-05    0.1930189E+01    0.2262266E+00
  100    0.1159583E-05    0.5155824E+00   -0.3059231E+01
  101    0.5021166E-06   -0.1175937E+00    0.1882878E+01
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.9467849E-05    0.1610807-309    0.6618505-310
    1    0.1149012E-04    0.3476476E+01    0.6618505-310
    2    0.1148735E-04    0.2361861E+01    0.7013162E+00
    3    0.9634891E-05    0.1634157E+01    0.7205669E-01
    4    0.9611014E-05    0.8589522E+00   -0.1111144E+01
    5    0.6292601E-04    0.1769888E+02    0.4797021E+00
    6    0.2725943E-04    0.5559397E+00   -0.4540417E+01
    7    0.4979653E-04   -0.6304647E+00    0.2537209E+00
    8    0.1592256E-03   -0.1948195E+02   -0.1221318E+01
    9    0.8787919E-04   -0.8263987E+00   -0.3887012E+02
   10    0.1295059E-03   -0.6729784E+00   -0.1058141E+01
   11    0.4034704E-04    0.5256131E+00    0.4970551E+00
   12    0.1269626E-04    0.7858606E+00   -0.1237801E+00
   13    0.4346157E-04    0.3693549E+01   -0.6699976E-01
   14    0.3674838E-05    0.1797449E+00   -0.1350301E+02
   15    0.5791831E-04   -0.1121765E+02   -0.6961052E-02
   16    0.2237913E-05   -0.6028442E-01   -0.2025181E+03
   17    0.9056308E-06    0.1329783E+01    0.1354008E-02
   18    0.1197178E-05    0.1005730E+01   -0.7164191E+00
   19    0.1807511E-05    0.2964714E+01    0.4957898E+00
   20    0.2958373E-05   -0.4373289E+00   -0.6974498E+00
   21    0.1552554E-06   -0.7639559E+00   -0.2722736E+01
   22    0.4846665E-07    0.5767557E+00   -0.7125217E-02
   23    0.8051520E-08    0.1148215E+01   -0.1297418E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.8555094E-02    0.1489917-308    0.6975637-309
    1    0.1308834E+00    0.3282648E+00    0.6975637-309
    2    0.1725634E-01   -0.3207959E-01    0.1027298E+02
    3    0.1301865E+00    0.2274804E+02   -0.3594633E-01
    4    0.1912118E+01    0.4981931E+01   -0.6636888E+01
    5    0.1801077E+00    0.1326417E+00   -0.3363242E+02
    6    0.7366255E-01    0.4761053E+00   -0.1025151E-01
    7    0.2566232E+00    0.3781562E+01   -0.1328146E+00
    8    0.1099225E+00   -0.2234501E+00    0.2368681E+02
    9    0.3110254E+00   -0.5462509E+01   -0.1106273E+00
   10    0.5973830E+01   -0.2216113E+02   -0.6669400E+01
   11    0.9299209E+01   -0.1643248E+00    0.4480904E+02
   12    0.1348160E+01   -0.3156991E+00   -0.1869890E+01
   13    0.2554951E+00    0.3359571E+00   -0.7213998E-01
   14    0.5692399E+00    0.3210309E+01   -0.9744938E-01
   15    0.5612416E+01   -0.3072752E+01   -0.3827383E+01
   16    0.1231906E+00   -0.3800174E-01   -0.9437011E+02
   17    0.1263314E+00    0.1141724E+00    0.7067519E-02
   18    0.2156244E+00   -0.7225629E+00    0.8810901E-01
   19    0.2690507E+00    0.1780015E+01   -0.1504625E+01
   20    0.4034254E+00    0.2244081E+00   -0.1761011E+02
   21    0.5291912E+00   -0.1552316E+01    0.2866496E+00
   22    0.2687913E+01   -0.4347255E+01   -0.2912571E+01
   23    0.1058367E+01    0.3616883E+00    0.5529436E+01
   24    0.5463448E+00    0.6002360E+00   -0.2383924E+00
   25    0.7938338E+00   -0.2383424E+00   -0.1012274E+00
   26    0.1609209E+01   -0.5941337E+01   -0.1375841E+01
   27    0.1273491E+01    0.3355571E+00    0.1312975E+02
   28    0.5570343E+00    0.2248201E+00   -0.1852413E+00
   29    0.4947804E+01   -0.2784989E+02   -0.3476914E+00
   30    0.2545311E+01   -0.2445513E+00   -0.9660251E+02
   31    0.2869945E+00    0.4041989E+00   -0.2977642E+00
   32    0.3647976E+00    0.1212579E+00    0.3593994E+00
   33    0.3536558E+00    0.1017119E+01    0.6341757E-01
   34    0.3655774E+00    0.2840446E+00   -0.3646923E+01
   35    0.3966018E+02   -0.2780527E+03    0.2383386E+00
   36    0.7308672E+00   -0.1725421E-01   -0.1687856E+05
   37    0.6354608E+00    0.1681553E+01   -0.5775299E-03
   38    0.9496026E+01   -0.7055929E+01   -0.2172953E+01
   39    0.9477031E+01    0.1908092E-01   -0.1050044E+02
   40    0.5067270E+00    0.6891142E+00   -0.1123911E+01
   41    0.2363683E+00    0.5941340E+00    0.1375410E-01
   42    0.1149322E+01   -0.1999044E+01    0.5005204E+00
   43    0.1789345E+00   -0.2063195E+00   -0.1401383E+02
   44    0.2018791E+00   -0.2672711E+00   -0.1012772E-01
   45    0.2128809E+00    0.5136687E+01   -0.1182798E+01
   46    0.2324213E+00   -0.1562258E+00    0.2148901E+01
   47    0.2819638E+00    0.8525055E+00   -0.2217583E+01
   48    0.1237761E+01   -0.5196567E+01    0.1715846E+01
   49    0.4184201E+00    0.3523257E+00    0.4524456E+01
   50    0.4203060E+00    0.7703668E+00   -0.2675682E+00
   51    0.4305309E+01   -0.1045116E+02    0.8247516E+00
   52    0.2797840E+01    0.1233933E+00    0.1590731E+02
   53    0.1893849E+01   -0.3856539E+01   -0.4449390E+00
   54    0.3440443E+01   -0.2558173E+01   -0.2571222E+01
   55    0.1860313E+01   -0.3673173E-01   -0.5842872E+02
   56    0.1566505E+01    0.1285101E+01    0.2189145E-01
   57    0.2917493E+01   -0.1483135E+01    0.6504732E+00
   58    0.2316695E+01    0.1147765E+01   -0.9051580E+00
   59    0.1321038E+01    0.1958563E+00   -0.3415226E+01
   60    0.1001454E+01    0.1932298E+00    0.2444685E-01
   61    0.1310670E+01   -0.5488908E+00   -0.5923613E+00
   62    0.1267597E+00   -0.6583039E+00   -0.6995112E+01
   63    0.7425176E-01    0.8768961E+00   -0.1720424E-01
   64    0.6736949E-01    0.3389237E+00   -0.8806320E+00
   65    0.1129582E+00   -0.9124649E+00   -0.8024846E-01
   66    0.2052823E+00   -0.4857788E+01   -0.2832638E+01
   67    0.3246858E+00    0.7306133E+00   -0.4699860E+01
   68    0.1445543E+00    0.1040513E+01   -0.1408861E+01
   69    0.1320908E+00    0.1404986E+00   -0.3437460E-01
   70    0.1647005E+00    0.1863789E+00   -0.2774330E+01
   71    0.1935268E-01   -0.2804493E+01    0.7515657E+00
   72    0.1244087E+01   -0.2813592E+02   -0.5561177E+00
   73    0.6515015E-01   -0.3377757E-01   -0.9069698E+03
   74    0.7213004E-01   -0.3045833E+00   -0.2972584E-03
   75    0.4712657E-01   -0.1329225E+01   -0.4462157E+01
   76    0.8194778E-01   -0.2332167E+00   -0.5732206E+01
   77    0.2570967E+00    0.1331042E+02   -0.1316192E+00
   78    0.1861414E+00   -0.2366789E+00    0.3166480E+02
   79    0.5054164E-01    0.4537027E+00   -0.6259838E+00
   80    0.5665527E-01    0.4196356E+01   -0.3275190E-01
   81    0.7233034E-02    0.3464884E+00   -0.4708613E+01
   82    0.5955971E-02    0.5718883E+00   -0.5724157E-01
   83    0.4821085E-02    0.1500455E+01   -0.2287598E+00
   84    0.1172927E-01   -0.3779687E+00   -0.2674400E+01
   85    0.5312903E-02    0.7229321E+00    0.9617440E+00
   86    0.1307427E-01   -0.1099188E+01   -0.2057122E+00
   87    0.1972495E-03   -0.1679203E+00   -0.1176146E+02
   88    0.1407186E-03    0.9640309E-01    0.1111345E-01
   89    0.5090771E-03    0.2562331E+01   -0.3916111E-01
   90    0.8607774E-04    0.2849115E+00   -0.4258041E+01
   91    0.1236298E-03   -0.5568070E+00    0.3217568E-02
   92    0.7204776E-04   -0.1617810E+01   -0.2759999E+01
   93    0.6004614E-03    0.6776122E+01   -0.1058650E+01
   94    0.1557128E-04    0.1525591E+00   -0.4137469E+02
   95    0.4273510E-03    0.2797802E+02   -0.2566917E-02
   96    0.2935390E-05    0.2699903E-01   -0.9733030E+03
   97    0.5278549E-05   -0.2934813E+00   -0.3178729E-03
   98    0.2291800E-05    0.4168890E+00    0.9716926E+00
   99    0.9991108E-06    0.8366245E+00   -0.7458131E-01
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.9400968E-05    0.1610807-309    0.6618505-310
    1    0.1138313E-04    0.3477094E+01    0.6618505-310
    2    0.1139281E-04    0.2367429E+01    0.6988455E+00
    3    0.9118469E-05    0.1591186E+01    0.8207263E-01
    4    0.9460889E-05    0.9452044E+00   -0.9393032E+00
    5    0.8073024E-04    0.2140630E+02    0.5613100E+00
    6    0.1088118E-03   -0.2958042E+00   -0.4336324E+01
    7    0.1487930E-04   -0.1702563E+01   -0.1719710E+01
    8    0.4851944E-04   -0.1753329E+01   -0.9964290E-01
    9    0.8418615E-04    0.2674168E+01   -0.7560262E+00
   10    0.5776681E-04   -0.9608788E-01    0.3175579E+02
   11    0.1666335E-04    0.6064885E+01   -0.4470165E-01
   12    0.1207930E-04    0.6164192E+00    0.8249627E+00
   13    0.6446861E-05    0.1375398E+01   -0.6642500E+00
   14    0.7708629E-03   -0.9839591E+02    0.1870827E+00
   15    0.6497335E-05   -0.1484867E-01   -0.6756172E+04
   16    0.3942312E-05    0.4114868E+00    0.4244864E-04
   17    0.3338582E-05    0.2203680E+01   -0.3203311E+00
   18    0.5498093E-05    0.1192846E+01    0.1821865E+01
   19    0.4470945E-06    0.4748365E+00   -0.2240046E+01
   20    0.2573489E-06    0.1074764E+01   -0.2082272E-01
   21    0.8947159E-07    0.6228804E+00    0.6904544E-01
   22    0.1168780E-06    0.9769105E+00   -0.4654059E+00
   23    0.2351942E-07    0.9654375E+00    0.2268740E+00
   24    0.1993929E-07    0.9828384E+00   -0.9414362E-01
   25    0.1686693E-07    0.1101130E+00   -0.1133629E-01
   26    0.6140407E-09    0.6453154E+01   -0.7386015E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.8479814E-02    0.1489917-308    0.6975637-309
    1    0.1130576E+00    0.2984001E+00    0.6975637-309
    2    0.1666017E-01   -0.3630439E-01    0.8173091E+01
    3    0.1335687E+00    0.2345758E+02   -0.4575434E-01
    4    0.1747624E+01    0.4566965E+01   -0.6950712E+01
    5    0.1772928E+00    0.1426477E+00   -0.2843850E+02
    6    0.7946828E-01    0.4424470E+00   -0.1142699E-01
    7    0.2998597E+00    0.5042179E+01   -0.1310663E+00
    8    0.1015047E+00   -0.1191961E+00    0.5215845E+02
    9    0.4413183E+00   -0.1166540E+02   -0.4586463E-01
   10    0.2182048E+01   -0.6296080E+01   -0.2252940E+02
   11    0.2222736E+01   -0.2132863E-01    0.8562229E+00
   12    0.4886041E+00   -0.6325160E+01   -0.1010151E+01
   13    0.1691784E+01    0.2340379E+01   -0.2470947E-01
   14    0.5087992E+00    0.2996247E-01   -0.7813872E+02
   15    0.5923315E+00   -0.1634691E+00    0.4050318E-02
   16    0.4137300E+00   -0.2527474E+01   -0.1758250E+01
   17    0.1274830E+00    0.2734533E+00   -0.1701551E+02
   18    0.1421622E+00   -0.4943024E+00    0.1649950E+00
   19    0.3483668E+00   -0.8397561E+01   -0.7627059E+00
   20    0.3177194E+00    0.8183183E-01   -0.3605907E+01
   21    0.5008796E+00    0.1140982E+01   -0.1510058E+01
   22    0.7187329E+00   -0.3611595E+01    0.3497033E+01
   23    0.3186839E+00    0.4417317E+00    0.9234796E+00
   24    0.5130100E+00    0.1091932E+01   -0.5285122E+00
   25    0.5834454E+00   -0.7882506E-01   -0.1679578E+00
   26    0.3321314E+00   -0.3593051E+01   -0.1260012E+01
   27    0.6109166E+00    0.1083719E+01   -0.2508603E+01
   28    0.2263687E+00    0.3587425E+00   -0.3429284E+01
   29    0.6159620E+00    0.7313928E+01    0.1744876E+00
   30    0.5322098E+00    0.8951790E-01   -0.2644413E+00
   31    0.1656820E+01    0.1508595E+02   -0.7376518E+00
   32    0.1285099E+01   -0.2734847E+00    0.9166460E+02
   33    0.3074821E+00   -0.4180052E+00   -0.5526036E+00
   34    0.2073594E+00    0.8692101E-01    0.1110269E+01
   35    0.4672824E+00   -0.1685228E+01    0.3540328E-01
   36    0.6541549E+00   -0.5011053E+01   -0.4148291E+01
   37    0.7872110E+00   -0.1694618E+01   -0.8338456E+01
   38    0.1085517E+01    0.2336476E+00    0.1698912E+02
   39    0.1663073E+01    0.6837238E+00   -0.3654681E+00
   40    0.7115722E+00    0.4515105E+00   -0.7319971E+00
   41    0.3429505E+00    0.4638996E+00   -0.2045144E+00
   42    0.2005088E+00    0.2562192E+00   -0.6504546E-01
   43    0.1269387E+00    0.1486850E+01   -0.2457280E+00
   44    0.1615719E+00   -0.3815901E+00    0.2603387E+01
   45    0.1630518E+00    0.3985419E+01   -0.5340599E+00
   46    0.2482697E+00   -0.7556806E+00    0.2513061E+01
   47    0.4048088E+01    0.2768999E+02   -0.1481838E+01
   48    0.2331794E+01   -0.7191307E-01    0.2030195E+03
   49    0.4803838E+00    0.1225101E+00   -0.7241418E+00
   50    0.1494600E+00    0.9608074E+00    0.2206317E-01
   51    0.4767747E+00   -0.1480200E+01    0.3926704E+00
   52    0.6316190E+00   -0.5875124E+00   -0.1713293E+01
   53    0.3383057E+01    0.1266319E+02   -0.2071890E+01
   54    0.1086577E+01   -0.2116817E+00    0.5196647E+02
   55    0.1164328E+01   -0.1975596E+00    0.1674169E+00
   56    0.1874265E+02   -0.1105189E+02   -0.3277298E+00
   57    0.4895710E+01   -0.2534795E+00   -0.7442374E+02
   58    0.3981604E+01   -0.9996305E+00   -0.1634125E+00
   59    0.5521061E+00    0.3995883E+00    0.5966732E+00
   60    0.1365711E+01    0.8686254E+00   -0.1815140E+00
   61    0.9281739E+00    0.7660585E+00   -0.5378686E+00
   62    0.3751768E+00    0.2044791E+00   -0.5063313E+00
   63    0.1235978E+00    0.2059304E+00    0.5840161E+00
   64    0.6207873E-01    0.3690994E+00   -0.8960546E-01
   65    0.1199382E+00   -0.8763727E+00   -0.8727954E-01
   66    0.5793752E-01   -0.1335101E+01   -0.3295188E+01
   67    0.1432332E+00    0.2559699E+01   -0.8570043E+00
   68    0.1269004E+00    0.1157599E+01   -0.2447729E+01
   69    0.3205183E+00   -0.1504355E+01   -0.2797158E+00
   70    0.7154667E-01   -0.3515564E+00   -0.9771186E+01
   71    0.1458895E-01   -0.1423115E+00   -0.5602042E+00
   72    0.2115533E+00   -0.5046733E+01    0.4789685E-01
   73    0.6929269E-01   -0.2172638E+00   -0.3611521E+02
   74    0.4714393E-01    0.1229735E+01   -0.1291787E-01
   75    0.8375139E-01   -0.4488974E+00    0.2320333E+01
